,client_fk,Client_Name,contact_fk,unique_id,phone_number
880,3131,Eskag Sanjeevani Pvt. Ltd. (Super Specialty Hospital - Balurghat),8820,5C2764,
881,3131,Eskag Sanjeevani Pvt. Ltd. (Super Specialty Hospital - Balurghat),8819,5C2764,9330902068
882,3131,Eskag Sanjeevani Pvt. Ltd. (Super Specialty Hospital - Balurghat),8818,5C2764,9732367747
883,3704,Neuberg Supratech Inspire Diagnostics LLP - Raipur,0,5C3322,
884,3704,Neuberg Supratech Inspire Diagnostics LLP - Raipur,14653,5C3322,7880008138
885,3704,Neuberg Supratech Inspire Diagnostics LLP - Raipur,14661,5C3322,9926203737
886,3704,Neuberg Supratech Inspire Diagnostics LLP - Raipur,14732,5C3322,9893525855
887,3855,Sambhav Upleta Diagnostic Center - Porbandar,0,5C3473,
888,3855,Sambhav Upleta Diagnostic Center - Porbandar,15863,5C3473,+91-9727727787
889,3855,Sambhav Upleta Diagnostic Center - Porbandar,15864,5C3473,8238901810
890,3855,Sambhav Upleta Diagnostic Center - Porbandar,15865,5C3473,9512695136
891,3855,Sambhav Upleta Diagnostic Center - Porbandar,15862,5C3473,+91-9106608270
892,3855,Sambhav Upleta Diagnostic Center - Porbandar,15867,5C3473,8155854621
893,3855,Sambhav Upleta Diagnostic Center - Porbandar,15860,5C3473,+91-9909540445
894,3855,Sambhav Upleta Diagnostic Center - Porbandar,15861,5C3473,+91-8238901810
895,3829,Pooja Multislice CT Scan Centre,0,5C3447,
896,3829,Pooja Multislice CT Scan Centre,15686,5C3447,9909802554
897,3829,Pooja Multislice CT Scan Centre,15696,5C3447,9909802554
898,3829,Pooja Multislice CT Scan Centre,15688,5C3447,8849124340
899,2577,Kamareddy MRI & Diagnostic Centre,0,5C2265,
900,2577,Kamareddy MRI & Diagnostic Centre,11307,5C2265,9014354060
901,2577,Kamareddy MRI & Diagnostic Centre,2859,5C2265,
902,2577,Kamareddy MRI & Diagnostic Centre,4247,5C2265,
903,2577,Kamareddy MRI & Diagnostic Centre,10695,5C2265,9849701916
904,2577,Kamareddy MRI & Diagnostic Centre,5379,5C2265,
905,521,Rahul CT Scan Centre,0,5C0429,
906,521,Rahul CT Scan Centre,11716,5C0429,9039716877
907,521,Rahul CT Scan Centre,4372,5C0429,
908,521,Rahul CT Scan Centre,512,5C0429,8770443036
909,521,Rahul CT Scan Centre,3412,5C0429,
910,521,Rahul CT Scan Centre,14679,5C0429,9685602777
911,521,Rahul CT Scan Centre,5981,5C0429,
912,1372,Ebisu Diagnostics - Dasarhalli,0,5C1155,
913,1372,Ebisu Diagnostics - Dasarhalli,11746,5C1155,8098702201
914,1372,Ebisu Diagnostics - Dasarhalli,12878,5C1155,7090659443
915,1372,Ebisu Diagnostics - Dasarhalli,9756,5C1155,7012756203
916,1372,Ebisu Diagnostics - Dasarhalli,2593,5C1155,
917,1372,Ebisu Diagnostics - Dasarhalli,1479,5C1155,+91-9008694540
918,1372,Ebisu Diagnostics - Dasarhalli,1558,5C1155,
919,1372,Ebisu Diagnostics - Dasarhalli,9873,5C1155,9632246515
920,1372,Ebisu Diagnostics - Dasarhalli,10956,5C1155,9611779916
921,1372,Ebisu Diagnostics - Dasarhalli,1867,5C1155,
922,1372,Ebisu Diagnostics - Dasarhalli,14382,5C1155,7907206437
923,1372,Ebisu Diagnostics - Dasarhalli,13833,5C1155,9591551688
924,1372,Ebisu Diagnostics - Dasarhalli,10178,5C1155,9742729344
925,1372,Ebisu Diagnostics - Dasarhalli,15935,5C1155,8217240985
926,1372,Ebisu Diagnostics - Dasarhalli,10182,5C1155,9632246515
927,1372,Ebisu Diagnostics - Dasarhalli,6951,5C1155,
928,1372,Ebisu Diagnostics - Dasarhalli,5082,5C1155,
929,1372,Ebisu Diagnostics - Dasarhalli,9230,5C1155,9742729344
930,1372,Ebisu Diagnostics - Dasarhalli,1478,5C1155,+91-9611779916
931,1372,Ebisu Diagnostics - Dasarhalli,9220,5C1155,8660086753
932,3667,Sherwal Digital Colour X Ray,0,5C3283,
933,3667,Sherwal Digital Colour X Ray,14140,5C3283,9548224528
934,3667,Sherwal Digital Colour X Ray,14149,5C3283,9548224528
935,3667,Sherwal Digital Colour X Ray,14148,5C3283,9548224528
936,106,Focus Diagnostics Center - Rajajinagar,0,5C0052,
937,106,Focus Diagnostics Center - Rajajinagar,7957,5C0052,
938,106,Focus Diagnostics Center - Rajajinagar,11155,5C0052,9544442846
939,106,Focus Diagnostics Center - Rajajinagar,6980,5C0052,
940,106,Focus Diagnostics Center - Rajajinagar,5125,5C0052,
941,106,Focus Diagnostics Center - Rajajinagar,15859,5C0052,7019415721
942,106,Focus Diagnostics Center - Rajajinagar,13730,5C0052,9495992675
943,106,Focus Diagnostics Center - Rajajinagar,4205,5C0052,
944,106,Focus Diagnostics Center - Rajajinagar,15858,5C0052,9946641053
945,106,Focus Diagnostics Center - Rajajinagar,207,5C0052,8880954016
946,106,Focus Diagnostics Center - Rajajinagar,208,5C0052,9483328820
947,106,Focus Diagnostics Center - Rajajinagar,2632,5C0052,
948,106,Focus Diagnostics Center - Rajajinagar,13417,5C0052,8951862312
949,106,Focus Diagnostics Center - Rajajinagar,1586,5C0052,
950,106,Focus Diagnostics Center - Rajajinagar,16027,5C0052,9567848833
951,106,Focus Diagnostics Center - Rajajinagar,1888,5C0052,
952,2856,Sattva Diagnostics,0,5C2513,
953,2856,Sattva Diagnostics,9231,5C2513,9964256728
954,2856,Sattva Diagnostics,3565,5C2513,
955,2856,Sattva Diagnostics,6149,5C2513,
956,2749,Pixel Plus Diagnostics Centre,0,5C2415,
957,2749,Pixel Plus Diagnostics Centre,10309,5C2415,9173659525
958,2749,Pixel Plus Diagnostics Centre,10076,5C2415,8200029107
959,2749,Pixel Plus Diagnostics Centre,10075,5C2415,9510190536
960,2749,Pixel Plus Diagnostics Centre,10074,5C2415,8485909076
961,2749,Pixel Plus Diagnostics Centre,5902,5C2415,
962,2749,Pixel Plus Diagnostics Centre,10079,5C2415,
963,2749,Pixel Plus Diagnostics Centre,10080,5C2415,
964,2749,Pixel Plus Diagnostics Centre,5901,5C2415,
965,3720,Vinayak Medicare Hospital,0,5C3338,
966,3720,Vinayak Medicare Hospital,14783,5C3338,9120001654
967,3720,Vinayak Medicare Hospital,14782,5C3338,9120001654
968,3720,Vinayak Medicare Hospital,14780,5C3338,+91-9984735111
969,3720,Vinayak Medicare Hospital,14779,5C3338,+91-9120001654
970,2393,Camry Hospital,0,5C2094,
971,2393,Camry Hospital,2364,5C2094,
972,2393,Camry Hospital,6813,5C2094,
973,2393,Camry Hospital,9189,5C2094,9444257939
974,2393,Camry Hospital,4840,5C2094,
975,3722,Agrawal Diagnostic Centre LLP,0,5C3340,
976,3722,Agrawal Diagnostic Centre LLP,14797,5C3340,+91-9168761389
977,3722,Agrawal Diagnostic Centre LLP,15751,5C3340,9168761389
978,3722,Agrawal Diagnostic Centre LLP,14799,5C3340,+91-9821409861
979,3722,Agrawal Diagnostic Centre LLP,14798,5C3340,+91-9821784911
980,3722,Agrawal Diagnostic Centre LLP,15750,5C3340,9821784911
981,2609,Neuberg Diagnostics,0,5C2292,
982,2609,Neuberg Diagnostics,5761,5C2292,
983,2609,Neuberg Diagnostics,3199,5C2292,
984,2609,Neuberg Diagnostics,1729,5C2292,
985,3752,Padmashree Hospital,0,5C3370,
986,3752,Padmashree Hospital,15009,5C3370,7887770161
987,3752,Padmashree Hospital,15043,5C3370,7887770161
988,1027,The Pariseba X-ray,0,5C0995,
989,1027,The Pariseba X-ray,1967,5C0995,
990,1027,The Pariseba X-ray,6476,5C0995,
991,1027,The Pariseba X-ray,1700,5C0995,
992,1027,The Pariseba X-ray,9484,5C0995,9733988909
993,1027,The Pariseba X-ray,9461,5C0995,9733988909
994,1027,The Pariseba X-ray,9485,5C0995,9064413487
995,2980,Shanmuga Hospital Private Ltd.,0,5C2626,
996,2980,Shanmuga Hospital Private Ltd.,8598,5C2626,9597476676
997,2980,Shanmuga Hospital Private Ltd.,9512,5C2626,8098699044
998,2980,Shanmuga Hospital Private Ltd.,9271,5C2626,7356174960
999,2980,Shanmuga Hospital Private Ltd.,8599,5C2626,
1000,2980,Shanmuga Hospital Private Ltd.,8597,5C2626,
1001,1597,DMR Polyclinic,0,5C1380,
1002,1597,DMR Polyclinic,2531,5C1380,
1003,1597,DMR Polyclinic,11541,5C1380,9980969666
1004,1597,DMR Polyclinic,5012,5C1380,
1005,2607,Subuhani Diagnostic Center,0,5C2290,
1006,2607,Subuhani Diagnostic Center,6385,5C2290,
1007,2607,Subuhani Diagnostic Center,11789,5C2290,8015328287
1008,2607,Subuhani Diagnostic Center,3805,5C2290,
1009,2607,Subuhani Diagnostic Center,11279,5C2290,8270525077
1010,1554,Satyam Diagnostic Center - Dhanapur,0,5C1337,
1011,1554,Satyam Diagnostic Center - Dhanapur,6153,5C1337,
1012,1554,Satyam Diagnostic Center - Dhanapur,9042,5C1337,9918147615
1013,3867,Dr. Balwant Singh's Hospital Inc - South America,0,5C3485,
1014,3867,Dr. Balwant Singh's Hospital Inc - South America,15964,5C3485,5926585114
1015,3867,Dr. Balwant Singh's Hospital Inc - South America,15945,5C3485,5926585114
1016,3867,Dr. Balwant Singh's Hospital Inc - South America,15966,5C3485,5926456338
1017,3867,Dr. Balwant Singh's Hospital Inc - South America,15963,5C3485,5926456338
1018,3867,Dr. Balwant Singh's Hospital Inc - South America,15948,5C3485,5926610644
1019,3867,Dr. Balwant Singh's Hospital Inc - South America,15947,5C3485,5927017683
1020,3867,Dr. Balwant Singh's Hospital Inc - South America,16004,5C3485,5926592121
1021,3867,Dr. Balwant Singh's Hospital Inc - South America,15946,5C3485,5926153168
1022,3867,Dr. Balwant Singh's Hospital Inc - South America,15965,5C3485,5926585114
1023,3867,Dr. Balwant Singh's Hospital Inc - South America,15971,5C3485,5926901730
1024,2193,Grand CT Scans,0,5C1912,
1025,2193,Grand CT Scans,106,5C1912,9940838308
1026,2193,Grand CT Scans,5205,5C1912,
1027,2193,Grand CT Scans,107,5C1912,8870316004
1028,2193,Grand CT Scans,108,5C1912,9940838308
1029,2193,Grand CT Scans,11115,5C1912,7711997780
1030,2193,Grand CT Scans,7032,5C1912,
1031,2193,Grand CT Scans,10509,5C1912,7025005658
1032,2193,Grand CT Scans,2699,5C1912,
1033,1803,Global Diagnostics,0,5C3115,
1034,1803,Global Diagnostics,14309,5C3115,9591599151
1035,1803,Global Diagnostics,14327,5C3115,9731477400
1036,1803,Global Diagnostics,14311,5C3115,+91-9731477400
1037,1803,Global Diagnostics,14310,5C3115,8951672390
1038,1803,Global Diagnostics,14326,5C3115,9591599151
1039,2835,Kaya Health Care,0,5C2493,
1040,2835,Kaya Health Care,10433,5C2493,9005021933
1041,2835,Kaya Health Care,2875,5C2493,
1042,2835,Kaya Health Care,15980,5C2493,9900892536
1043,2835,Kaya Health Care,11611,5C2493,9161154705
1044,2835,Kaya Health Care,5397,5C2493,
1045,2835,Kaya Health Care,4251,5C2493,
1046,3859,Choudhary Lab & Xray,0,5C3477,
1047,3859,Choudhary Lab & Xray,15900,5C3477,+91-9816051828
1048,3859,Choudhary Lab & Xray,15953,5C3477,9816051828
1049,825,Bone And Joint Clinic,0,5C0602,
1050,825,Bone And Joint Clinic,2349,5C0602,
1051,825,Bone And Joint Clinic,12737,5C0602,9845081423
1052,825,Bone And Joint Clinic,4825,5C0602,
1053,825,Bone And Joint Clinic,9748,5C0602,8281570956
1054,825,Bone And Joint Clinic,6806,5C0602,
1055,781,KG Hospital,0,5C0105,
1056,781,KG Hospital,4394,5C0105,
1057,781,KG Hospital,8572,5C0105,
1058,781,KG Hospital,1990,5C0105,
1059,781,KG Hospital,7520,5C0105,
1060,781,KG Hospital,8501,5C0105,
1061,781,KG Hospital,6073,5C0105,
1062,781,KG Hospital,1735,5C0105,
1063,781,KG Hospital,11158,5C0105,7619284260
1064,781,KG Hospital,8239,5C0105,
1065,781,KG Hospital,16014,5C0105,7411671030
1066,2208,AR Raheman Multispecialty Hospital,0,5C1927,
1067,2208,AR Raheman Multispecialty Hospital,4679,5C1927,
1068,2208,AR Raheman Multispecialty Hospital,15797,5C1927,9270128786
1069,2208,AR Raheman Multispecialty Hospital,51,5C1927,7378746905
1070,2208,AR Raheman Multispecialty Hospital,2220,5C1927,
1071,2208,AR Raheman Multispecialty Hospital,50,5C1927,9975581911
1072,751,Aditya Criticare Pvt. Ltd.,0,5C0456,
1073,751,Aditya Criticare Pvt. Ltd.,4088,5C0456,
1074,751,Aditya Criticare Pvt. Ltd.,7820,5C0456,
1075,751,Aditya Criticare Pvt. Ltd.,4562,5C0456,
1076,751,Aditya Criticare Pvt. Ltd.,15427,5C0456,7993407576
1077,751,Aditya Criticare Pvt. Ltd.,626,5C0456,8686830130
1078,751,Aditya Criticare Pvt. Ltd.,14389,5C0456,9700234343
1079,751,Aditya Criticare Pvt. Ltd.,6665,5C0456,
1080,751,Aditya Criticare Pvt. Ltd.,2122,5C0456,
1081,751,Aditya Criticare Pvt. Ltd.,14815,5C0456,9963990608
1082,2420,Meditech Diagnostic Centre,0,5C2120,
1083,2420,Meditech Diagnostic Centre,8112,5C2120,
1084,2420,Meditech Diagnostic Centre,1949,5C2120,
1085,2420,Meditech Diagnostic Centre,3097,5C2120,
1086,2420,Meditech Diagnostic Centre,7280,5C2120,
1087,2420,Meditech Diagnostic Centre,1679,5C2120,
1088,2420,Meditech Diagnostic Centre,11375,5C2120,8827357969
1089,2420,Meditech Diagnostic Centre,5654,5C2120,
1090,2420,Meditech Diagnostic Centre,8460,5C2120,
1091,2420,Meditech Diagnostic Centre,12589,5C2120,8823844430
1092,1426,Neha Prakash Hospital,0,5C1209,
1093,1426,Neha Prakash Hospital,11017,5C1209,8884687149
1094,1426,Neha Prakash Hospital,13767,5C1209,9845010929
1095,1426,Neha Prakash Hospital,10437,5C1209,9964264897
1096,1426,Neha Prakash Hospital,10921,5C1209,7349518198
1097,1426,Neha Prakash Hospital,15937,5C1209,7898991982
1098,1426,Neha Prakash Hospital,3233,5C1209,
1099,2370,A to Z Multispeciality Hospital,0,5C2073,
1100,2370,A to Z Multispeciality Hospital,9548,5C2073,8218247382
1101,2370,A to Z Multispeciality Hospital,10467,5C2073,9724518789
1102,2370,A to Z Multispeciality Hospital,4525,5C2073,
1103,2370,A to Z Multispeciality Hospital,6645,5C2073,
1104,2370,A to Z Multispeciality Hospital,2086,5C2073,
1105,3863,Prime Scans And Diagnostics,0,5C3481,
1106,3863,Prime Scans And Diagnostics,16018,5C3481,6282302912
1107,3863,Prime Scans And Diagnostics,15927,5C3481,+91-7025690999
1108,3863,Prime Scans And Diagnostics,15928,5C3481,+91-6282302912
1109,3863,Prime Scans And Diagnostics,15926,5C3481,+91-9846097441
1110,3863,Prime Scans And Diagnostics,16019,5C3481,8304949999
1111,548,Omega Diagnostic Centre,0,5C0625,
1112,548,Omega Diagnostic Centre,5838,5C0625,
1113,548,Omega Diagnostic Centre,8156,5C0625,
1114,548,Omega Diagnostic Centre,8567,5C0625,
1115,548,Omega Diagnostic Centre,12877,5C0625,8087100672
1116,548,Omega Diagnostic Centre,8482,5C0625,
1117,548,Omega Diagnostic Centre,3276,5C0625,
1118,548,Omega Diagnostic Centre,7392,5C0625,
1119,548,Omega Diagnostic Centre,11035,5C0625,8605641956
1120,2243,Vivekananda Hospital - Khalilabad,0,5C1962,
1121,2243,Vivekananda Hospital - Khalilabad,4018,5C1962,
1122,2243,Vivekananda Hospital - Khalilabad,10610,5C1962,9648761135
1123,2243,Vivekananda Hospital - Khalilabad,6601,5C1962,
1124,2243,Vivekananda Hospital - Khalilabad,11363,5C1962,7080921170
1125,1533,Vishal Multi Specialty Health Care Centre,0,5C1316,
1126,1533,Vishal Multi Specialty Health Care Centre,7778,5C1316,
1127,1533,Vishal Multi Specialty Health Care Centre,6591,5C1316,
1128,1533,Vishal Multi Specialty Health Care Centre,2049,5C1316,
1129,1533,Vishal Multi Specialty Health Care Centre,9640,5C1316,9663089203
1130,1533,Vishal Multi Specialty Health Care Centre,1830,5C1316,
1131,1533,Vishal Multi Specialty Health Care Centre,4007,5C1316,
1132,1417,Sree Krishna Scans,0,5C1200,
1133,1417,Sree Krishna Scans,15332,5C1200,9014942921
1134,1417,Sree Krishna Scans,9977,5C1200,6303406823
1135,1417,Sree Krishna Scans,11171,5C1200,9704682926
1136,1417,Sree Krishna Scans,9708,5C1200,
1137,1417,Sree Krishna Scans,9709,5C1200,
1138,1697,Platinum Diagnostic Centre,0,5C1480,
1139,1697,Platinum Diagnostic Centre,5904,5C1480,
1140,1697,Platinum Diagnostic Centre,9312,5C1480,8511855153
1141,1697,Platinum Diagnostic Centre,7425,5C1480,
1142,1723,Vedanta Medical Research Foundation (Balco Medical Centre),0,5C1506,
1143,1723,Vedanta Medical Research Foundation (Balco Medical Centre),14976,5C1506,8871734339
1144,1723,Vedanta Medical Research Foundation (Balco Medical Centre),15869,5C1506,8770685401
1145,1723,Vedanta Medical Research Foundation (Balco Medical Centre),14849,5C1506,7987386473
1146,1723,Vedanta Medical Research Foundation (Balco Medical Centre),14890,5C1506,6261808304
1147,1723,Vedanta Medical Research Foundation (Balco Medical Centre),7753,5C1506,
1148,1723,Vedanta Medical Research Foundation (Balco Medical Centre),6553,5C1506,
1149,1723,Vedanta Medical Research Foundation (Balco Medical Centre),14910,5C1506,9827146685
1150,1723,Vedanta Medical Research Foundation (Balco Medical Centre),3968,5C1506,
1151,1723,Vedanta Medical Research Foundation (Balco Medical Centre),15697,5C1506,9665717590
1152,1723,Vedanta Medical Research Foundation (Balco Medical Centre),8341,5C1506,
1153,3631,Sathaya Sai Diagnostic Center,0,5C3247,
1154,3631,Sathaya Sai Diagnostic Center,13783,5C3247,9442640581
1155,3631,Sathaya Sai Diagnostic Center,13808,5C3247,7868985775
1156,3631,Sathaya Sai Diagnostic Center,13782,5C3247,8524833002
1157,2897,Adarsh Nursing Home,0,5C2548,
1158,2897,Adarsh Nursing Home,9501,5C2548,9709719305
1159,2006,Sree Jayam Ortho & Multispeciality Hospital,0,5C1746,
1160,2006,Sree Jayam Ortho & Multispeciality Hospital,10488,5C1746,9790019192
1161,2006,Sree Jayam Ortho & Multispeciality Hospital,802,5C1746,+91-9790019192
1162,2006,Sree Jayam Ortho & Multispeciality Hospital,1915,5C1746,
1163,2006,Sree Jayam Ortho & Multispeciality Hospital,803,5C1746,+91-7871716430
1164,2006,Sree Jayam Ortho & Multispeciality Hospital,1636,5C1746,
1165,2006,Sree Jayam Ortho & Multispeciality Hospital,7631,5C1746,
1166,2006,Sree Jayam Ortho & Multispeciality Hospital,16013,5C1746,8754314492
1167,2006,Sree Jayam Ortho & Multispeciality Hospital,6309,5C1746,
1168,2006,Sree Jayam Ortho & Multispeciality Hospital,3738,5C1746,
1169,2006,Sree Jayam Ortho & Multispeciality Hospital,4447,5C1746,
1170,2006,Sree Jayam Ortho & Multispeciality Hospital,15810,5C1746,7094250825
1171,2006,Sree Jayam Ortho & Multispeciality Hospital,9352,5C1746,8682899391
1172,2006,Sree Jayam Ortho & Multispeciality Hospital,9749,5C1746,8098296978
1173,2803,Sri Banadeshwara HI-Tech Lab & Scanning Center,0,5C2463,
1174,2803,Sri Banadeshwara HI-Tech Lab & Scanning Center,1765,5C2463,
1175,2803,Sri Banadeshwara HI-Tech Lab & Scanning Center,12323,5C2463,9620107870
1176,2803,Sri Banadeshwara HI-Tech Lab & Scanning Center,15429,5C2463,7499237829
1177,2803,Sri Banadeshwara HI-Tech Lab & Scanning Center,11039,5C2463,9920285686
1178,2803,Sri Banadeshwara HI-Tech Lab & Scanning Center,2010,5C2463,
1179,2803,Sri Banadeshwara HI-Tech Lab & Scanning Center,3747,5C2463,
1180,2803,Sri Banadeshwara HI-Tech Lab & Scanning Center,12322,5C2463,9920285686
1181,2803,Sri Banadeshwara HI-Tech Lab & Scanning Center,6320,5C2463,
1182,2803,Sri Banadeshwara HI-Tech Lab & Scanning Center,12324,5C2463,9480007879
1183,1667,Harugeri CT Scan Centre,0,5C1450,
1184,1667,Harugeri CT Scan Centre,12267,5C1450,8073384372
1185,1667,Harugeri CT Scan Centre,12268,5C1450,8073384372
1186,1667,Harugeri CT Scan Centre,12266,5C1450,8123652996
1187,1667,Harugeri CT Scan Centre,7045,5C1450,
1188,1667,Harugeri CT Scan Centre,5227,5C1450,
1189,1667,Harugeri CT Scan Centre,2724,5C1450,
1190,507,Mann Scanning & Diagnostic Center,0,5C0768,
1191,507,Mann Scanning & Diagnostic Center,3035,5C0768,
1192,507,Mann Scanning & Diagnostic Center,5582,5C0768,
1193,507,Mann Scanning & Diagnostic Center,11347,5C0768,7719526788
1194,507,Mann Scanning & Diagnostic Center,13207,5C0768,9876174251
1195,1611,Mayfair Diagnostic Centre,0,5C1394,
1196,1611,Mayfair Diagnostic Centre,9378,5C1394,9774272082
1197,1611,Mayfair Diagnostic Centre,9351,5C1394,7005017370
1198,1611,Mayfair Diagnostic Centre,4282,5C1394,
1199,1611,Mayfair Diagnostic Centre,7252,5C1394,
1200,1611,Mayfair Diagnostic Centre,8455,5C1394,
1201,1611,Mayfair Diagnostic Centre,9364,5C1394,8118933268
1202,1611,Mayfair Diagnostic Centre,1695,5C1394,
1203,1611,Mayfair Diagnostic Centre,5607,5C1394,
1204,1611,Mayfair Diagnostic Centre,9403,5C1394,8787831410
1205,1611,Mayfair Diagnostic Centre,8097,5C1394,
1206,1611,Mayfair Diagnostic Centre,3060,5C1394,
1207,1611,Mayfair Diagnostic Centre,1963,5C1394,
1208,574,Sahayog Hospital,0,5C0547,
1209,574,Sahayog Hospital,1085,5C0547,9923674373
1210,574,Sahayog Hospital,4391,5C0547,
1211,574,Sahayog Hospital,2061,5C0547,
1212,574,Sahayog Hospital,1687,5C0547,
1213,574,Sahayog Hospital,1084,5C0547,+91-8668752056
1214,574,Sahayog Hospital,1083,5C0547,+91-9981647170
1215,574,Sahayog Hospital,6070,5C0547,
1216,574,Sahayog Hospital,13143,5C0547,8097010334
1217,574,Sahayog Hospital,1956,5C0547,
1218,3820,PCD Diagnostics LLP,0,5C3438,
1219,3820,PCD Diagnostics LLP,15830,5C3438,8898240963
1220,3820,PCD Diagnostics LLP,15662,5C3438,9137580133
1221,3820,PCD Diagnostics LLP,15657,5C3438,9653298392
1222,3820,PCD Diagnostics LLP,15656,5C3438,+91-7499464059
1223,3820,PCD Diagnostics LLP,15661,5C3438,7499464059
1224,3321,Asian Vascular Hospitals,0,5C2936,
1225,3321,Asian Vascular Hospitals,9998,5C2936,
1226,3321,Asian Vascular Hospitals,11241,5C2936,8328077482
1227,3321,Asian Vascular Hospitals,10246,5C2936,
1228,3321,Asian Vascular Hospitals,9751,5C2936,9000364766
1229,3613,Omega Hospitals Vizag,0,5C3229,
1230,3613,Omega Hospitals Vizag,13586,5C3229,8916768888
1231,3613,Omega Hospitals Vizag,13587,5C3229,9866530520
1232,3613,Omega Hospitals Vizag,13638,5C3229,9866530520
1233,3613,Omega Hospitals Vizag,13585,5C3229,+91-0891676888
1234,3613,Omega Hospitals Vizag,13584,5C3229,+91-9866530520
1235,3613,Omega Hospitals Vizag,13749,5C3229,9908240008
1236,3828,Medical Imaging Digital X- Ray Centre,0,5C3446,
1237,3828,Medical Imaging Digital X- Ray Centre,15685,5C3446,+91-8375871623
1238,3828,Medical Imaging Digital X- Ray Centre,15684,5C3446,+91-9805955702
1239,3828,Medical Imaging Digital X- Ray Centre,15683,5C3446,+91-9015134584
1240,3828,Medical Imaging Digital X- Ray Centre,15687,5C3446,8894475690
1241,1013,Annai Medical Centre,0,5C0273,
1242,1013,Annai Medical Centre,6713,5C0273,
1243,1013,Annai Medical Centre,8386,5C0273,
1244,1013,Annai Medical Centre,9631,5C0273,8940924162
1245,1013,Annai Medical Centre,4112,5C0273,
1246,1013,Annai Medical Centre,4643,5C0273,
1247,1013,Annai Medical Centre,1554,5C0273,
1248,1013,Annai Medical Centre,15566,5C0273,8940924162
1249,1013,Annai Medical Centre,8545,5C0273,
1250,1013,Annai Medical Centre,1864,5C0273,
1251,1013,Annai Medical Centre,10876,5C0273,6380321445
1252,1013,Annai Medical Centre,7846,5C0273,
1253,3533,Maitreya Hospital,0,5C3149,
1254,3533,Maitreya Hospital,11377,5C3149,9140850897
1255,3533,Maitreya Hospital,11352,5C3149,7985064743
1256,3533,Maitreya Hospital,11593,5C3149,8942649186
1257,3533,Maitreya Hospital,11378,5C3149,9415278444
1258,3533,Maitreya Hospital,11380,5C3149,9838125230
1259,3533,Maitreya Hospital,11594,5C3149,8354036428
1260,3810,Pratham MRI And CT Scan Centre,0,5C3428,
1261,3810,Pratham MRI And CT Scan Centre,15522,5C3428,9284364960
1262,3810,Pratham MRI And CT Scan Centre,15510,5C3428,9284364960
1263,3810,Pratham MRI And CT Scan Centre,15505,5C3428,+91-9892679429
1264,3810,Pratham MRI And CT Scan Centre,15551,5C3428,9769606776
1265,3810,Pratham MRI And CT Scan Centre,15538,5C3428,8928680047
1266,3810,Pratham MRI And CT Scan Centre,15508,5C3428,8097809175
1267,3810,Pratham MRI And CT Scan Centre,15509,5C3428,9930350439
1268,3810,Pratham MRI And CT Scan Centre,15523,5C3428,9324716241
1269,3810,Pratham MRI And CT Scan Centre,15504,5C3428,+91-9322243320
1270,3810,Pratham MRI And CT Scan Centre,15511,5C3428,9969489818
1271,3810,Pratham MRI And CT Scan Centre,15868,5C3428,8898240963
1272,1747,Raj Scanning Centre,0,5C1530,
1273,1747,Raj Scanning Centre,1615,5C1530,
1274,1747,Raj Scanning Centre,1903,5C1530,
1275,1747,Raj Scanning Centre,10397,5C1530,8103840663
1276,1747,Raj Scanning Centre,9406,5C1530,9098128503
1277,1747,Raj Scanning Centre,2056,5C1530,
1278,1747,Raj Scanning Centre,8975,5C1530,7898319978
1279,1747,Raj Scanning Centre,5993,5C1530,
1280,1747,Raj Scanning Centre,3424,5C1530,
1281,255,JJ Digital X-ray Lab & ECG Services - Thambaram,0,5C0584,
1282,255,JJ Digital X-ray Lab & ECG Services - Thambaram,1646,5C0584,
1283,255,JJ Digital X-ray Lab & ECG Services - Thambaram,1275,5C0584,+91-9884034029
1284,255,JJ Digital X-ray Lab & ECG Services - Thambaram,7101,5C0584,
1285,255,JJ Digital X-ray Lab & ECG Services - Thambaram,1276,5C0584,+91-7092000216
1286,255,JJ Digital X-ray Lab & ECG Services - Thambaram,1277,5C0584,9884215335
1287,255,JJ Digital X-ray Lab & ECG Services - Thambaram,2811,5C0584,
1288,255,JJ Digital X-ray Lab & ECG Services - Thambaram,5325,5C0584,
1289,255,JJ Digital X-ray Lab & ECG Services - Thambaram,1923,5C0584,
1290,484,Advance Diagnostics - HP,0,5C0803,
1291,484,Advance Diagnostics - HP,13573,5C0803,9418352100
1292,484,Advance Diagnostics - HP,10805,5C0803,8351049423
1293,484,Advance Diagnostics - HP,11546,5C0803,+91-7018315442
1294,484,Advance Diagnostics - HP,6673,5C0803,
1295,484,Advance Diagnostics - HP,10804,5C0803,8219082800
1296,484,Advance Diagnostics - HP,2133,5C0803,
1297,484,Advance Diagnostics - HP,4576,5C0803,
1298,484,Advance Diagnostics - HP,11545,5C0803,+91-8219142203
1299,484,Advance Diagnostics - HP,4091,5C0803,
1300,3065,Santhosh Nursing Home Multi Speciality Hospital,0,5C2705,
1301,3065,Santhosh Nursing Home Multi Speciality Hospital,11424,5C2705,9182568401
1302,3065,Santhosh Nursing Home Multi Speciality Hospital,10520,5C2705,9848047787
1303,3065,Santhosh Nursing Home Multi Speciality Hospital,15437,5C2705,9182568401
1304,3065,Santhosh Nursing Home Multi Speciality Hospital,10481,5C2705,9620357605
1305,3065,Santhosh Nursing Home Multi Speciality Hospital,8742,5C2705,9620357605
